,Time,Country,Young and Old to Working Age Dependency Ratio
711,2057,India,53.21595481220468
712,2058,India,53.87967291212272
713,2059,India,54.573506808554995
714,2060,India,55.29718894371417
715,2061,India,56.04301260366683
716,2062,India,56.811242310575416
717,2063,India,57.597255769297696
718,2064,India,58.39825181886029
719,2065,India,59.229468850614694
720,2066,India,60.10083678375467
721,2067,India,60.98638968743752
722,2068,India,61.857243972693674
723,2069,India,62.707453263432086
724,2070,India,63.51698828166765
725,2071,India,64.27184972649401
726,2072,India,64.98911544624126
727,2073,India,65.69281689156219
728,2074,India,66.39880258755947
729,2075,India,67.095404118203
730,2076,India,67.76506025681535
731,2077,India,68.39928483602782
732,2078,India,68.99402224850068
733,2079,India,69.5174185547416
734,2080,India,69.987364491563
735,2081,India,70.4630074031221
736,2082,India,70.91247473261909
737,2083,India,71.33579052503084
738,2084,India,71.72268942274924
739,2085,India,72.04572573116657
740,2086,India,72.35350765290009
741,2087,India,72.67440312492818
742,2088,India,73.00759385547153
743,2089,India,73.35821929741464
744,2090,India,73.72844632462349
745,2091,India,74.10661293740405
746,2092,India,74.49051505842093
747,2093,India,74.88855465170053
748,2094,India,75.29342022850022
749,2095,India,75.70740090668497
750,2096,India,76.12802295590927
751,2097,India,76.54330176810676
752,2098,India,76.94680025543188
753,2099,India,77.34226665579752
754,2100,India,77.73674585713391
755,1950,Indonesia,75.49640701252346
756,1951,Indonesia,74.05795504310296
757,1952,Indonesia,72.86050818647266
758,1953,Indonesia,71.95764726497603
759,1954,Indonesia,71.34660057752531
760,1955,Indonesia,70.9926607426428
761,1956,Indonesia,70.89814935795556
762,1957,Indonesia,71.06431230786515
763,1958,Indonesia,71.48341002225574
764,1959,Indonesia,72.13307340569833
765,1960,Indonesia,72.99257764092928
766,1961,Indonesia,74.00689620895511
767,1962,Indonesia,75.1710376392446
768,1963,Indonesia,76.48291284036173
769,1964,Indonesia,77.86057534720013
770,1965,Indonesia,79.31367467965683
771,1966,Indonesia,80.75315682168373
772,1967,Indonesia,81.98948974426828
773,1968,Indonesia,82.91445923868515
774,1969,Indonesia,83.53585569700314
775,1970,Indonesia,83.93681121354328
776,1971,Indonesia,84.12111632433766
777,1972,Indonesia,84.10024872610192
778,1973,Indonesia,83.91438856992718
779,1974,Indonesia,83.55517240491316
780,1975,Indonesia,83.02974913110077
781,1976,Indonesia,82.37523660335843
782,1977,Indonesia,81.60755815709274
783,1978,Indonesia,80.76249348083718
784,1979,Indonesia,79.849789786009
785,1980,Indonesia,78.8541348532652
786,1981,Indonesia,77.76617108701403
787,1982,Indonesia,76.62560926790111
788,1983,Indonesia,75.46261996474274
789,1984,Indonesia,74.25392783121372
790,1985,Indonesia,72.94771980713153
791,1986,Indonesia,71.54543489666774
792,1987,Indonesia,70.13516217915769
793,1988,Indonesia,68.7569771358017
794,1989,Indonesia,67.42268109814744
795,1990,Indonesia,66.10560075126179
796,1991,Indonesia,64.83208831583579
797,1992,Indonesia,63.60778322671645
798,1993,Indonesia,62.388676028694604
799,1994,Indonesia,61.20332926206341
800,1995,Indonesia,60.072083274577395
801,1996,Indonesia,59.01221586754747
802,1997,Indonesia,58.01306736702125
803,1998,Indonesia,57.05329514108551
804,1999,Indonesia,56.13451579162063
805,2000,Indonesia,55.33585262108254
806,2001,Indonesia,54.702119249890025
807,2002,Indonesia,54.144726329900664
808,2003,Indonesia,53.602138789503094
809,2004,Indonesia,53.083689867683994
810,2005,Indonesia,52.64591943031795
811,2006,Indonesia,52.266941125947895
812,2007,Indonesia,51.94440225443117
813,2008,Indonesia,51.675732016719046
814,2009,Indonesia,51.38336213850406
815,2010,Indonesia,51.0581036446939
816,2011,Indonesia,50.73653094851702
817,2012,Indonesia,50.41081962825028
818,2013,Indonesia,50.05879110605434
819,2014,Indonesia,49.71880368692145
820,2015,Indonesia,49.39038588121498
821,2016,Indonesia,49.067613042970436
822,2017,Indonesia,48.77080039603128
823,2018,Indonesia,48.50598430391574
824,2019,Indonesia,48.27178316008469
825,2020,Indonesia,47.991288644909076
826,2021,Indonesia,47.61480416817935
827,2022,Indonesia,47.196606961056666
828,2023,Indonesia,46.85728788970421
829,2024,Indonesia,46.625225030414725
830,2025,Indonesia,46.43751791771335
831,2026,Indonesia,46.245498778234996
832,2027,Indonesia,46.04394977292866
833,2028,Indonesia,45.912489436856866
834,2029,Indonesia,45.868932412802295
835,2030,Indonesia,45.89848001202744
836,2031,Indonesia,46.00290786868479
837,2032,Indonesia,46.17435065334545
838,2033,Indonesia,46.39760943336586
839,2034,Indonesia,46.653342558270225
840,2035,Indonesia,46.938986656026685
841,2036,Indonesia,47.25343537117437
842,2037,Indonesia,47.59151345191053
843,2038,Indonesia,47.95628697046497
844,2039,Indonesia,48.3340902252263
845,2040,Indonesia,48.71465594638103
846,2041,Indonesia,49.10311776824852
847,2042,Indonesia,49.4988691715032
848,2043,Indonesia,49.901546896641165
849,2044,Indonesia,50.3037676663637
850,2045,Indonesia,50.69762195139367
851,2046,Indonesia,51.08246610838749
852,2047,Indonesia,51.46293812087779
853,2048,Indonesia,51.82297796330908
854,2049,Indonesia,52.151913375928714
855,2050,Indonesia,52.416259501479004
856,2051,Indonesia,52.59273311246824
857,2052,Indonesia,52.731340383703
858,2053,Indonesia,52.86116056741884
859,2054,Indonesia,52.97653073825772
860,2055,Indonesia,53.068070299580995
861,2056,Indonesia,53.16275818609849
862,2057,Indonesia,53.2604582664602
863,2058,Indonesia,53.350254367339836
864,2059,Indonesia,53.46905215314921
865,2060,Indonesia,53.62535656638033
866,2061,Indonesia,53.81441412388721
867,2062,Indonesia,54.04095162518825
868,2063,Indonesia,54.287177116744026
869,2064,Indonesia,54.52129913823538
870,2065,Indonesia,54.753440319859315
871,2066,Indonesia,55.00064690509691
872,2067,Indonesia,55.25852827170132
873,2068,Indonesia,55.52881692293581
874,2069,Indonesia,55.82008565797155
875,2070,Indonesia,56.153910482323944
876,2071,Indonesia,56.54620311273523
877,2072,Indonesia,57.00695548002738
878,2073,Indonesia,57.51010515609962
879,2074,Indonesia,58.018706481115345
880,2075,Indonesia,58.53381918090573
881,2076,Indonesia,59.09077580401008
882,2077,Indonesia,59.68837947077405
883,2078,Indonesia,60.25350944925434
884,2079,Indonesia,60.763920611222986
885,2080,Indonesia,61.23694135390521
886,2081,Indonesia,61.67439880907152
887,2082,Indonesia,62.062833327282085
888,2083,Indonesia,62.409099314297144
889,2084,Indonesia,62.74109775680239
890,2085,Indonesia,63.05735150402123
891,2086,Indonesia,63.350463974981366
892,2087,Indonesia,63.627623702576464
893,2088,Indonesia,63.89616596978522
894,2089,Indonesia,64.15835150736811
895,2090,Indonesia,64.42191125674636
896,2091,Indonesia,64.69027817788225
897,2092,Indonesia,64.96292116038026
898,2093,Indonesia,65.24359076781843
899,2094,Indonesia,65.5388737983256
900,2095,Indonesia,65.8474000554297
901,2096,Indonesia,66.16402962944778
902,2097,Indonesia,66.49072563339288
903,2098,Indonesia,66.83517881110365
904,2099,Indonesia,67.1952575172862
905,2100,Indonesia,67.57361911319076
906,1950,Japan,67.4307368937038
907,1951,Japan,66.45769606342637
908,1952,Japan,65.34276284091528
909,1953,Japan,64.35865384024028
910,1954,Japan,63.48191600149223
911,1955,Japan,62.3234326017877
912,1956,Japan,60.58964713120565
913,1957,Japan,58.63395727718617
914,1958,Japan,56.89585260237728
915,1959,Japan,55.471984716770486
916,1960,Japan,54.54412232396311
917,1961,Japan,53.819378298302226
918,1962,Japan,52.188790338494705
919,1963,Japan,49.86428771217686
920,1964,Japan,47.709943868419316
921,1965,Japan,46.19672052092898
922,1966,Japan,45.111927139870495
923,1967,Japan,44.44805536656192
924,1968,Japan,44.316251872083825
925,1969,Japan,44.289594414271775
926,1970,Japan,44.36261003648217
927,1971,Japan,44.596452174156994
928,1972,Japan,45.134293715015154
929,1973,Japan,45.82457632108409
930,1974,Japan,46.46472489767658
931,1975,Japan,47.02406018667284
932,1976,Japan,47.46236053653626
933,1977,Japan,47.80074216989358
934,1978,Japan,48.009305338845095
935,1979,Japan,48.06229788654022
936,1980,Japan,47.91884155484345
937,1981,Japan,47.98486494765018
938,1982,Japan,47.90310516485265
939,1983,Japan,47.36683464963199
940,1984,Japan,46.8445610693891
941,1985,Japan,46.35699958766075
942,1986,Japan,45.81103910674975
943,1987,Japan,45.16629409510915
944,1988,Japan,44.478681410959254
945,1989,Japan,43.84072065187753
946,1990,Japan,43.41753642924215
947,1991,Japan,43.2501971098878
948,1992,Japan,43.26612881036519
949,1993,Japan,43.37584431587162
950,1994,Japan,43.622729832592626
951,1995,Japan,43.996774909504474
952,1996,Japan,44.52652453207989
953,1997,Japan,45.206278737870065
954,1998,Japan,45.92037009694563
955,1999,Japan,46.63653973115964
956,2000,Japan,47.443415704581646
957,2001,Japan,48.41404534608485
958,2002,Japan,49.405675505557404
959,2003,Japan,50.27333655745212
960,2004,Japan,51.08520703715767
961,2005,Japan,52.08953298713721
962,2006,Japan,53.39086008761708
963,2007,Japan,54.809900174214654
964,2008,Japan,56.18023615258827
965,2009,Japan,57.391225173953885
966,2010,Japan,58.23017162484264
967,2011,Japan,58.94604740724273
968,2012,Japan,60.39257990754303
969,2013,Japan,62.55846362623462
970,2014,Japan,64.80144288470517
971,2015,Japan,66.67133997889333
972,2016,Japan,68.04182472211302
973,2017,Japan,69.10469463039789
974,2018,Japan,69.90120565983054
975,2019,Japan,70.5084005715283
976,2020,Japan,70.93691494521384
977,2021,Japan,71.11876725747538
978,2022,Japan,71.07846328973709
979,2023,Japan,71.04694615242738
980,2024,Japan,71.09722379125786
981,2025,Japan,71.1429126460431
982,2026,Japan,71.21575366070807
983,2027,Japan,71.36390998778786
984,2028,Japan,71.61480110038941
985,2029,Japan,72.02573897871048
986,2030,Japan,72.57969639683525
987,2031,Japan,72.80594104584168
988,2032,Japan,73.32288980640533
989,2033,Japan,74.49185206588885
990,2034,Japan,75.70191627181266
991,2035,Japan,77.02666363105385
992,2036,Japan,78.5040043647776
993,2037,Japan,80.19184627856252
994,2038,Japan,82.10212478107839
995,2039,Japan,84.07435204158095
996,2040,Japan,85.86869185035144
997,2041,Japan,87.42775416763476
998,2042,Japan,88.7823962880461
999,2043,Japan,89.9741682031003
1000,2044,Japan,91.0080324605526
1001,2045,Japan,91.87656517697967
1002,2046,Japan,92.56238941923768
1003,2047,Japan,93.12573792170915
1004,2048,Japan,93.67434778315815
1005,2049,Japan,94.20668349110218
1006,2050,Japan,94.68558978178045
1007,2051,Japan,95.05133848917703
1008,2052,Japan,95.3595212326638
1009,2053,Japan,95.66755435541576
1010,2054,Japan,95.87321106596592
1011,2055,Japan,95.94670365780944
1012,2056,Japan,95.98661751381246
1013,2057,Japan,96.02272707550932
1014,2058,Japan,96.03737187113751
1015,2059,Japan,96.13427876685817
1016,2060,Japan,96.26111856650422
1017,2061,Japan,96.38749699205479
1018,2062,Japan,96.57570110358802
1019,2063,Japan,96.79873750561464
1020,2064,Japan,97.03422069876326
1021,2065,Japan,97.31546783572456
1022,2066,Japan,97.62192857191361
1023,2067,Japan,97.87413901152662
1024,2068,Japan,98.08130375401498
1025,2069,Japan,98.25521014739628
1026,2070,Japan,98.3977463668952
1027,2071,Japan,98.57115482521935
1028,2072,Japan,98.83541953859182
1029,2073,Japan,99.15807512944575
1030,2074,Japan,99.50473093220036
1031,2075,Japan,99.85671694235194
1032,2076,Japan,100.18279893249678
1033,2077,Japan,100.48288055197841
1034,2078,Japan,100.81332634806878
1035,2079,Japan,101.13691992773306
1036,2080,Japan,101.44917308212405
1037,2081,Japan,101.7265122913741
1038,2082,Japan,101.80210362418451
1039,2083,Japan,101.6688731320745
1040,2084,Japan,101.41002028237305
1041,2085,Japan,101.10947864827267
1042,2086,Japan,100.82896671882276
1043,2087,Japan,100.54661741235937
1044,2088,Japan,100.28852840433066
1045,2089,Japan,100.05825497916602
1046,2090,Japan,99.84646601976017
1047,2091,Japan,99.66821506933319
1048,2092,Japan,99.5320816048024
1049,2093,Japan,99.43269321037191
1050,2094,Japan,99.37226361449835
1051,2095,Japan,99.35044388387561
1052,2096,Japan,99.35558510052905
1053,2097,Japan,99.39377011235024
1054,2098,Japan,99.47742167673866
1055,2099,Japan,99.59567082888614
1056,2100,Japan,99.7415694500251
1057,1950,Mexico,89.13262210216472
1058,1951,Mexico,90.1260960618186
1059,1952,Mexico,91.25387466791204
1060,1953,Mexico,92.41140035528443
1061,1954,Mexico,93.49233586495671
1062,1955,Mexico,94.4501911710969
1063,1956,Mexico,95.24486191834963
1064,1957,Mexico,95.92176928588036
1065,1958,Mexico,96.58083159326998
1066,1959,Mexico,97.21533114421523
1067,1960,Mexico,97.91503581733937
1068,1961,Mexico,98.63907994896618
1069,1962,Mexico,99.23077335101469
1070,1963,Mexico,99.65017878056204
1071,1964,Mexico,100.01072785340031
1072,1965,Mexico,100.47142080830741
1073,1966,Mexico,100.95688280295052
1074,1967,Mexico,101.35274515825468
1075,1968,Mexico,101.65584902843683
1076,1969,Mexico,101.88407868019591
1077,1970,Mexico,102.01783413484114
1078,1971,Mexico,101.73211103591926
1079,1972,Mexico,101.07883098752663
1080,1973,Mexico,100.39711342568096
1081,1974,Mexico,99.67063532727096
1082,1975,Mexico,98.90173434107432
1083,1976,Mexico,98.07217043319706
1084,1977,Mexico,97.12541227741771
1085,1978,Mexico,96.02149022161505
1086,1979,Mexico,94.72975966915878
1087,1980,Mexico,93.21831265097325
1088,1981,Mexico,91.5602333526534
1089,1982,Mexico,89.89415297452527
1090,1983,Mexico,88.22741173692104
1091,1984,Mexico,86.53036653301005
1092,1985,Mexico,84.83121686235656
1093,1986,Mexico,83.08222677350237
1094,1987,Mexico,81.25477561678325
1095,1988,Mexico,79.44011882640064
1096,1989,Mexico,77.68698256177754
1097,1990,Mexico,75.92369412161977
1098,1991,Mexico,74.18946397734706
1099,1992,Mexico,72.65380511753318
1100,1993,Mexico,71.36407756909814
1101,1994,Mexico,70.23343722077445
1102,1995,Mexico,69.21168748816942
1103,1996,Mexico,68.24233619893072
1104,1997,Mexico,67.27409188424471
1105,1998,Mexico,66.34647431780039
1106,1999,Mexico,65.45402888053131
1107,2000,Mexico,64.59095016534656
1108,2001,Mexico,63.78814917719574
1109,2002,Mexico,63.01354173372774
1110,2003,Mexico,62.249320375628194
1111,2004,Mexico,61.44251302203965
1112,2005,Mexico,60.57318066061003
1113,2006,Mexico,59.691027650243434
1114,2007,Mexico,58.82333208494971
1115,2008,Mexico,58.00059367359561
1116,2009,Mexico,57.207243886599265
1117,2010,Mexico,56.38445912108083
1118,2011,Mexico,55.6462986242391
1119,2012,Mexico,54.98575331880361
1120,2013,Mexico,54.28527713756799
1121,2014,Mexico,53.57964506768407
1122,2015,Mexico,52.89142135043171
1123,2016,Mexico,52.26845202821042
1124,2017,Mexico,51.719271088491695
1125,2018,Mexico,51.20120594355983
1126,2019,Mexico,50.6474064803913
1127,2020,Mexico,50.055610048707045
1128,2021,Mexico,49.44728537743971
1129,2022,Mexico,48.876502751662514
1130,2023,Mexico,48.384454125422245
1131,2024,Mexico,47.93791016161342
1132,2025,Mexico,47.538864852055
1133,2026,Mexico,47.18713771088073
1134,2027,Mexico,46.888526289248205
1135,2028,Mexico,46.649804341016136
1136,2029,Mexico,46.48024073674333
1137,2030,Mexico,46.38256983583543
1138,2031,Mexico,46.37002360539328
1139,2032,Mexico,46.45989611680877
1140,2033,Mexico,46.663974754303595
1141,2034,Mexico,46.9785026527847
1142,2035,Mexico,47.34660704876513
1143,2036,Mexico,47.79325480213261
1144,2037,Mexico,48.32235992515414
1145,2038,Mexico,48.865538315096394
1146,2039,Mexico,49.41026234712048
1147,2040,Mexico,49.955756434684
1148,2041,Mexico,50.51012040439499
1149,2042,Mexico,51.071643602522784
1150,2043,Mexico,51.62798696116931
1151,2044,Mexico,52.16938907009771
1152,2045,Mexico,52.692320699868525
1153,2046,Mexico,53.2038993561709
1154,2047,Mexico,53.71440966404614
1155,2048,Mexico,54.21921726951949
1156,2049,Mexico,54.716930135845324
1157,2050,Mexico,55.22808657747626
1158,2051,Mexico,55.75541610694773
1159,2052,Mexico,56.295118753274885
1160,2053,Mexico,56.860107199534184
1161,2054,Mexico,57.459308692476874
1162,2055,Mexico,58.0897502061463
1163,2056,Mexico,58.75252819733069
1164,2057,Mexico,59.448265692392674
1165,2058,Mexico,60.17902313356467
1166,2059,Mexico,60.94226384094934
1167,2060,Mexico,61.720053514226805
1168,2061,Mexico,62.50170300762116
1169,2062,Mexico,63.29328194279783
1170,2063,Mexico,64.11911226982278
1171,2064,Mexico,64.9812398073056
1172,2065,Mexico,65.8661628683838
1173,2066,Mexico,66.76752554306373
1174,2067,Mexico,67.68375332083232
1175,2068,Mexico,68.61866706258965
1176,2069,Mexico,69.56194317256382
1177,2070,Mexico,70.50240744627227
1178,2071,Mexico,71.44525563739876
1179,2072,Mexico,72.39734387138643
1180,2073,Mexico,73.35769332047234
1181,2074,Mexico,74.33045268954804
1182,2075,Mexico,75.30739050182895
1183,2076,Mexico,76.28603873442252
1184,2077,Mexico,77.25912775887421
1185,2078,Mexico,78.21637540996858
1186,2079,Mexico,79.15550111058609
1187,2080,Mexico,80.06662675740321
1188,2081,Mexico,80.93841814121573
1189,2082,Mexico,81.7319963366663
1190,2083,Mexico,82.40186485555138
1191,2084,Mexico,82.9533541745891
1192,2085,Mexico,83.45949346635294
1193,2086,Mexico,83.88742485661697
1194,2087,Mexico,84.22764665397114
1195,2088,Mexico,84.56752871466308
1196,2089,Mexico,84.91785896489742
1197,2090,Mexico,85.28354231889473
1198,2091,Mexico,85.65916997609133
1199,2092,Mexico,86.03174030174489
1200,2093,Mexico,86.41141382779429
1201,2094,Mexico,86.81382078853223
1202,2095,Mexico,87.24433079482633
1203,2096,Mexico,87.70016129726814
1204,2097,Mexico,88.1885592845718
1205,2098,Mexico,88.6889847966171
1206,2099,Mexico,89.20255434032262
1207,2100,Mexico,89.73274929014286
1208,1950,Nigeria,80.43293626012263
1209,1951,Nigeria,80.21576869192273
1210,1952,Nigeria,79.99832138872321
1211,1953,Nigeria,79.8338097567898
1212,1954,Nigeria,79.73652515136696
1213,1955,Nigeria,79.6840325524673
1214,1956,Nigeria,79.66629869168455
1215,1957,Nigeria,79.66421845370964
1216,1958,Nigeria,79.69666787913579
1217,1959,Nigeria,79.69784816382575
1218,1960,Nigeria,79.63657136574113
1219,1961,Nigeria,79.60358240457414
1220,1962,Nigeria,79.67981911153444
1221,1963,Nigeria,80.0037338794132
1222,1964,Nigeria,80.63972449301585
1223,1965,Nigeria,81.22036103128035
1224,1966,Nigeria,81.61705266710851
1225,1967,Nigeria,82.01869633756874
1226,1968,Nigeria,82.4225798125714
1227,1969,Nigeria,82.83766600378279
1228,1970,Nigeria,83.22856270768256
1229,1971,Nigeria,83.6785662077456
1230,1972,Nigeria,84.22016947423461
1231,1973,Nigeria,84.792806586468
1232,1974,Nigeria,85.41363084273922
1233,1975,Nigeria,86.06884551649308
1234,1976,Nigeria,86.74879649524662
1235,1977,Nigeria,87.40504250787124
1236,1978,Nigeria,88.08014575213473
1237,1979,Nigeria,88.78618401724688
1238,1980,Nigeria,89.4251430365303
1239,1981,Nigeria,90.09292847578928
1240,1982,Nigeria,90.82694589167603
1241,1983,Nigeria,91.59178639847669
1242,1984,Nigeria,92.24697265723329
1243,1985,Nigeria,92.70525924583617
1244,1986,Nigeria,93.00033506868084
1245,1987,Nigeria,93.07008924505794
1246,1988,Nigeria,92.9277075103722
1247,1989,Nigeria,92.61771780416991
1248,1990,Nigeria,92.14907732608249
1249,1991,Nigeria,91.62820294985113
1250,1992,Nigeria,91.06590954642341
1251,1993,Nigeria,90.40623066767174
1252,1994,Nigeria,89.7211451741997
1253,1995,Nigeria,89.09151944248177
1254,1996,Nigeria,88.52484740936397
1255,1997,Nigeria,87.96950260736219
1256,1998,Nigeria,87.43182156147206
1257,1999,Nigeria,87.03978986887148
1258,2000,Nigeria,86.88352355656926
1259,2001,Nigeria,86.91983164563051
1260,2002,Nigeria,87.11064120357938
1261,2003,Nigeria,87.41564101313625
1262,2004,Nigeria,87.74206015775367
1263,2005,Nigeria,88.10125306267977
1264,2006,Nigeria,88.51555500442058
1265,2007,Nigeria,88.92249189145257
1266,2008,Nigeria,89.31655357130866
1267,2009,Nigeria,89.6743345764586
1268,2010,Nigeria,89.94405889650749
1269,2011,Nigeria,90.12989688237519
1270,2012,Nigeria,90.25184580893587
1271,2013,Nigeria,90.27969416006977
1272,2014,Nigeria,90.15230145413086
1273,2015,Nigeria,89.89683432350805
1274,2016,Nigeria,89.51834120025038
1275,2017,Nigeria,88.9685534879262
1276,2018,Nigeria,88.33485331763094
1277,2019,Nigeria,87.68050082649141
1278,2020,Nigeria,86.93132370040733
1279,2021,Nigeria,86.10763636760683
1280,2022,Nigeria,85.2506985866075
1281,2023,Nigeria,84.32561887970847
1282,2024,Nigeria,83.36446264727785
1283,2025,Nigeria,82.3905049414106
1284,2026,Nigeria,81.39985897472833
1285,2027,Nigeria,80.42096019451914
1286,2028,Nigeria,79.48043756206317
1287,2029,Nigeria,78.5788183294491
1288,2030,Nigeria,77.70138935894838
1289,2031,Nigeria,76.82845362235385
1290,2032,Nigeria,75.9478021473258
1291,2033,Nigeria,75.05869499236721
1292,2034,Nigeria,74.16708985991592
1293,2035,Nigeria,73.2636357701389
1294,2036,Nigeria,72.34561358672124
1295,2037,Nigeria,71.43894086507323
1296,2038,Nigeria,70.55576212753239
1297,2039,Nigeria,69.67188591876692
1298,2040,Nigeria,68.78533785611309
1299,2041,Nigeria,67.90974664973739
1300,2042,Nigeria,67.0323357477463
1301,2043,Nigeria,66.1574487055806
1302,2044,Nigeria,65.28722564554043
1303,2045,Nigeria,64.40959853235326
1304,2046,Nigeria,63.52547721589683
1305,2047,Nigeria,62.64880617650888
1306,2048,Nigeria,61.79069306553423
1307,2049,Nigeria,60.93681621245706
1308,2050,Nigeria,60.09999300829464
1309,2051,Nigeria,59.2799734702543
1310,2052,Nigeria,58.455116676916255
1311,2053,Nigeria,57.62406137408607
1312,2054,Nigeria,56.809275152068004
1313,2055,Nigeria,56.034305746364154
1314,2056,Nigeria,55.29163215684808
1315,2057,Nigeria,54.58788916764347
1316,2058,Nigeria,53.921968350492776
1317,2059,Nigeria,53.278565405827905
1318,2060,Nigeria,52.676471614747136
1319,2061,Nigeria,52.130191274767135
1320,2062,Nigeria,51.629557894912836
1321,2063,Nigeria,51.153233836998105
1322,2064,Nigeria,50.70937296111826
1323,2065,Nigeria,50.29924963146774
1324,2066,Nigeria,49.92082972580394
1325,2067,Nigeria,49.599086535929885
1326,2068,Nigeria,49.327541322606535
1327,2069,Nigeria,49.08649485302381
1328,2070,Nigeria,48.86500747822558
1329,2071,Nigeria,48.660326774505286
1330,2072,Nigeria,48.48412627677829
1331,2073,Nigeria,48.34547114718893
1332,2074,Nigeria,48.238855163886996
1333,2075,Nigeria,48.14789735240812
1334,2076,Nigeria,48.05767326803064
1335,2077,Nigeria,47.958637933110715
1336,2078,Nigeria,47.86204755411252
1337,2079,Nigeria,47.780230868030905
1338,2080,Nigeria,47.71336303040169
1339,2081,Nigeria,47.671898442857824
1340,2082,Nigeria,47.64210881140815
1341,2083,Nigeria,47.61867161820109
1342,2084,Nigeria,47.619014033143145
1343,2085,Nigeria,47.64208044233953
1344,2086,Nigeria,47.67875057285444
1345,2087,Nigeria,47.716638706485924
1346,2088,Nigeria,47.758187630993504
1347,2089,Nigeria,47.81643563496831
1348,2090,Nigeria,47.89553234731551
1349,2091,Nigeria,47.994661563783765
1350,2092,Nigeria,48.109819709339696
1351,2093,Nigeria,48.23880714681227
1352,2094,Nigeria,48.38094444988549
1353,2095,Nigeria,48.532149214666056
1354,2096,Nigeria,48.69151689175166
1355,2097,Nigeria,48.855577234348885
1356,2098,Nigeria,49.02289598759811
1357,2099,Nigeria,49.193826599530645
1358,2100,Nigeria,49.36473178546349
1359,1950,Pakistan,85.06385888292093
1360,1951,Pakistan,83.89569702291664
1361,1952,Pakistan,82.96540031246221
1362,1953,Pakistan,82.20216119270485
1363,1954,Pakistan,81.54979101555318
1364,1955,Pakistan,80.9889111715533
1365,1956,Pakistan,80.52658774253833
1366,1957,Pakistan,80.15425966228132
1367,1958,Pakistan,79.86253850827998
1368,1959,Pakistan,79.69339317524656
1369,1960,Pakistan,79.71746944624462
1370,1961,Pakistan,80.08104369514982
1371,1962,Pakistan,80.73834797279258
1372,1963,Pakistan,81.59878897936319
1373,1964,Pakistan,82.69255653091595
1374,1965,Pakistan,83.96303715083404
1375,1966,Pakistan,85.23485888978438
1376,1967,Pakistan,86.34366588941882
1377,1968,Pakistan,87.26956374867767
1378,1969,Pakistan,87.99590721190522
1379,1970,Pakistan,88.55185559296397
1380,1971,Pakistan,89.00582651314333
1381,1972,Pakistan,89.361145249384
1382,1973,Pakistan,89.58121346132974
1383,1974,Pakistan,89.64736299841438
1384,1975,Pakistan,89.53720364971313
1385,1976,Pakistan,89.27152844385168
1386,1977,Pakistan,88.93400794827643
1387,1978,Pakistan,88.58765767313929
1388,1979,Pakistan,88.0165739109043
1389,1980,Pakistan,86.86322381432711
1390,1981,Pakistan,85.60379620192596
1391,1982,Pakistan,84.9964992543538
1392,1983,Pakistan,85.17361312407135
1393,1984,Pakistan,86.00987816270444
1394,1985,Pakistan,86.74806287071526
1395,1986,Pakistan,87.18604879034496
1396,1987,Pakistan,87.63655624672579
1397,1988,Pakistan,88.12225246626816
1398,1989,Pakistan,88.73654310316519
1399,1990,Pakistan,89.3601331449632
1400,1991,Pakistan,89.92830476927162
1401,1992,Pakistan,91.0541416121352
1402,1993,Pakistan,91.9502898489302
1403,1994,Pakistan,92.09352903443502
1404,1995,Pakistan,91.88184997012492
1405,1996,Pakistan,91.20019441186408
1406,1997,Pakistan,90.31376348538885
1407,1998,Pakistan,89.22814837816905
1408,1999,Pakistan,88.0424282624885
1409,2000,Pakistan,86.50277357319747
1410,2001,Pakistan,84.86640007301875
1411,2002,Pakistan,83.79500931618435
1412,2003,Pakistan,82.91281128706738
1413,2004,Pakistan,81.81032104787433
1414,2005,Pakistan,80.64328967021281
1415,2006,Pakistan,79.46501089594695
1416,2007,Pakistan,78.32194816043555
1417,2008,Pakistan,77.28956389609654
1418,2009,Pakistan,76.29717673693209
1419,2010,Pakistan,75.3526950303513
1420,2011,Pakistan,74.60236716313499
1421,2012,Pakistan,74.1582716903125
1422,2013,Pakistan,73.91779491571539
1423,2014,Pakistan,73.66670544984294
