,Time,Country,Young and Old to Working Age Dependency Ratio
1424,2015,Pakistan,73.4075472760608
1425,2016,Pakistan,73.16397992848535
1426,2017,Pakistan,72.74310135577524
1427,2018,Pakistan,72.13335586492322
1428,2019,Pakistan,71.50674826014878
1429,2020,Pakistan,70.7841519880487
1430,2021,Pakistan,69.95678884494339
1431,2022,Pakistan,69.03096257686354
1432,2023,Pakistan,68.04127796913421
1433,2024,Pakistan,67.07115333505743
1434,2025,Pakistan,66.0885111652129
1435,2026,Pakistan,65.10607937672295
1436,2027,Pakistan,64.14704196178708
1437,2028,Pakistan,63.22533534817409
1438,2029,Pakistan,62.37470303129871
1439,2030,Pakistan,61.62518678578625
1440,2031,Pakistan,60.95215450947623
1441,2032,Pakistan,60.319776420762494
1442,2033,Pakistan,59.713730602081405
1443,2034,Pakistan,59.119232585000134
1444,2035,Pakistan,58.535314569106156
1445,2036,Pakistan,57.98188544574803
1446,2037,Pakistan,57.44674865640984
1447,2038,Pakistan,56.915775602062546
1448,2039,Pakistan,56.395624344288656
1449,2040,Pakistan,55.87703852943674
1450,2041,Pakistan,55.34735581737831
1451,2042,Pakistan,54.81487446405071
1452,2043,Pakistan,54.29902897428632
1453,2044,Pakistan,53.80152699293136
1454,2045,Pakistan,53.320427398553875
1455,2046,Pakistan,52.868757802879685
1456,2047,Pakistan,52.446993934829734
1457,2048,Pakistan,52.04681130128223
1458,2049,Pakistan,51.65900047576436
1459,2050,Pakistan,51.282666709969206
1460,2051,Pakistan,50.933339382873754
1461,2052,Pakistan,50.62939213510702
1462,2053,Pakistan,50.36560183712959
1463,2054,Pakistan,50.13654598705778
1464,2055,Pakistan,49.95025723979135
1465,2056,Pakistan,49.80717049425315
1466,2057,Pakistan,49.69043982821623
1467,2058,Pakistan,49.575212514007795
1468,2059,Pakistan,49.477765881640714
1469,2060,Pakistan,49.41182818800051
1470,2061,Pakistan,49.37103514305633
1471,2062,Pakistan,49.360082879088665
1472,2063,Pakistan,49.39262628384225
1473,2064,Pakistan,49.47056306561402
1474,2065,Pakistan,49.57242652778213
1475,2066,Pakistan,49.690536700277114
1476,2067,Pakistan,49.82783702051946
1477,2068,Pakistan,49.973321684708246
1478,2069,Pakistan,50.11143851528204
1479,2070,Pakistan,50.23379502540571
1480,2071,Pakistan,50.343495617871724
1481,2072,Pakistan,50.46923151726554
1482,2073,Pakistan,50.6134884106467
1483,2074,Pakistan,50.75932992048876
1484,2075,Pakistan,50.91984862855664
1485,2076,Pakistan,51.10078668706222
1486,2077,Pakistan,51.2921702593274
1487,2078,Pakistan,51.471553207176825
1488,2079,Pakistan,51.62856582579226
1489,2080,Pakistan,51.75424195307712
1490,2081,Pakistan,51.85598416847578
1491,2082,Pakistan,51.95971761669605
1492,2083,Pakistan,52.06670191481157
1493,2084,Pakistan,52.1774594126238
1494,2085,Pakistan,52.29775147251701
1495,2086,Pakistan,52.4243941642265
1496,2087,Pakistan,52.5596741358612
1497,2088,Pakistan,52.71433102841815
1498,2089,Pakistan,52.885419576784656
1499,2090,Pakistan,53.06775563975794
1500,2091,Pakistan,53.261131270636376
1501,2092,Pakistan,53.477683459724055
1502,2093,Pakistan,53.71699067741399
1503,2094,Pakistan,53.96374362574515
1504,2095,Pakistan,54.22175189524784
1505,2096,Pakistan,54.496307032595595
1506,2097,Pakistan,54.78160877391113
1507,2098,Pakistan,55.070172412967466
1508,2099,Pakistan,55.367032573138616
1509,2100,Pakistan,55.676085330441616
1510,1950,Republic of Korea,84.0594387911117
1511,1951,Republic of Korea,84.22785565476883
1512,1952,Republic of Korea,83.40988164102869
1513,1953,Republic of Korea,82.00398443495038
1514,1954,Republic of Korea,80.81896080806338
1515,1955,Republic of Korea,80.04187817331334
1516,1956,Republic of Korea,79.61426119522872
1517,1957,Republic of Korea,79.51124508334544
1518,1958,Republic of Korea,80.04664897363611
1519,1959,Republic of Korea,81.2233476815738
1520,1960,Republic of Korea,82.52787263057806
1521,1961,Republic of Korea,83.76353987651365
1522,1962,Republic of Korea,85.06521832565215
1523,1963,Republic of Korea,86.35248018176159
1524,1964,Republic of Korea,87.37189351650674
1525,1965,Republic of Korea,88.12989982620519
1526,1966,Republic of Korea,88.64640310167353
1527,1967,Republic of Korea,88.4001677185265
1528,1968,Republic of Korea,87.56122538087152
1529,1969,Republic of Korea,86.39222888688607
1530,1970,Republic of Korea,84.5769638583794
1531,1971,Republic of Korea,82.65782795044775
1532,1972,Republic of Korea,80.88212108678064
1533,1973,Republic of Korea,78.73017962712275
1534,1974,Republic of Korea,76.19623120571566
1535,1975,Republic of Korea,73.40765748705688
1536,1976,Republic of Korea,70.46157691799563
1537,1977,Republic of Korea,67.67323702174833
1538,1978,Republic of Korea,65.12215970853912
1539,1979,Republic of Korea,62.974090095353304
1540,1980,Republic of Korea,61.20048568980159
1541,1981,Republic of Korea,59.67436194925722
1542,1982,Republic of Korea,58.34927103572768
1543,1983,Republic of Korea,56.85297091378043
1544,1984,Republic of Korea,54.99158500433899
1545,1985,Republic of Korea,52.95631442161235
1546,1986,Republic of Korea,50.93086627445933
1547,1987,Republic of Korea,49.010973456825404
1548,1988,Republic of Korea,47.30701432234411
1549,1989,Republic of Korea,45.81366225847165
1550,1990,Republic of Korea,44.552660444016425
1551,1991,Republic of Korea,43.582869151072344
1552,1992,Republic of Korea,42.81710718175149
1553,1993,Republic of Korea,42.18444432578036
1554,1994,Republic of Korea,41.55185762959093
1555,1995,Republic of Korea,40.767735759871854
1556,1996,Republic of Korea,39.980784136305104
1557,1997,Republic of Korea,39.40037847233995
1558,1998,Republic of Korea,39.03917971371706
1559,1999,Republic of Korea,38.93746169979135
1560,2000,Republic of Korea,39.12830740009444
1561,2001,Republic of Korea,39.382213752144615
1562,2002,Republic of Korea,39.54313332516787
1563,2003,Republic of Korea,39.63995721542118
1564,2004,Republic of Korea,39.65307535946728
1565,2005,Republic of Korea,39.51613281483403
1566,2006,Republic of Korea,39.27953932717039
1567,2007,Republic of Korea,38.98587290485443
1568,2008,Republic of Korea,38.58355370843507
1569,2009,Republic of Korea,38.17252152638774
1570,2010,Republic of Korea,37.82855898859174
1571,2011,Republic of Korea,37.35859983607997
1572,2012,Republic of Korea,36.86715789459752
1573,2013,Republic of Korea,36.600065327677854
1574,2014,Republic of Korea,36.51469853911466
1575,2015,Republic of Korea,36.4794689391548
1576,2016,Republic of Korea,36.488126167737285
1577,2017,Republic of Korea,36.84235225079051
1578,2018,Republic of Korea,37.38702359943133
1579,2019,Republic of Korea,37.967583317138434
1580,2020,Republic of Korea,38.880177889840986
1581,2021,Republic of Korea,39.944538046559856
1582,2022,Republic of Korea,40.96971474258731
1583,2023,Republic of Korea,42.07260968230151
1584,2024,Republic of Korea,43.361965202433325
1585,2025,Republic of Korea,44.91853433404789
1586,2026,Republic of Korea,46.558478625019944
1587,2027,Republic of Korea,48.029725451166186
1588,2028,Republic of Korea,49.39974909300099
1589,2029,Republic of Korea,50.73026853228342
1590,2030,Republic of Korea,52.07889259037899
1591,2031,Republic of Korea,53.52406758560741
1592,2032,Republic of Korea,55.127144313946054
1593,2033,Republic of Korea,57.09797418810712
1594,2034,Republic of Korea,59.3556294609891
1595,2035,Republic of Korea,61.71199370004899
1596,2036,Republic of Korea,64.16750043142638
1597,2037,Republic of Korea,66.58844654210802
1598,2038,Republic of Korea,68.89874335010198
1599,2039,Republic of Korea,71.15138048980899
1600,2040,Republic of Korea,73.15168943844881
1601,2041,Republic of Korea,74.84565894492007
1602,2042,Republic of Korea,76.45736066531816
1603,2043,Republic of Korea,78.05956857703727
1604,2044,Republic of Korea,79.81856884168232
1605,2045,Republic of Korea,81.89955255335697
1606,2046,Republic of Korea,84.07944521912196
1607,2047,Republic of Korea,86.22523102332819
1608,2048,Republic of Korea,88.14929920569695
1609,2049,Republic of Korea,89.64005569480076
1610,2050,Republic of Korea,90.83669264684026
1611,2051,Republic of Korea,91.92472366600609
1612,2052,Republic of Korea,92.96872520287354
1613,2053,Republic of Korea,93.99188480671063
1614,2054,Republic of Korea,95.0737198034411
1615,2055,Republic of Korea,96.31561189462785
1616,2056,Republic of Korea,97.80764797736057
1617,2057,Republic of Korea,99.62618719767346
1618,2058,Republic of Korea,101.63042071241016
1619,2059,Republic of Korea,103.67565968633035
1620,2060,Republic of Korea,105.7697524045627
1621,2061,Republic of Korea,107.88870966570741
1622,2062,Republic of Korea,109.9722300535961
1623,2063,Republic of Korea,111.94373201063303
1624,2064,Republic of Korea,113.80110512468961
1625,2065,Republic of Korea,115.70817602762192
1626,2066,Republic of Korea,117.39977633163787
1627,2067,Republic of Korea,118.40469931143778
1628,2068,Republic of Korea,118.99731194848255
1629,2069,Republic of Korea,119.51174305275343
1630,2070,Republic of Korea,119.8303326747949
1631,2071,Republic of Korea,120.09785402564968
1632,2072,Republic of Korea,120.71799192889854
1633,2073,Republic of Korea,121.5265846525162
1634,2074,Republic of Korea,122.18855996584846
1635,2075,Republic of Korea,122.88593103825308
1636,2076,Republic of Korea,123.85277730400736
1637,2077,Republic of Korea,124.999413496515
1638,2078,Republic of Korea,125.97287377640345
1639,2079,Republic of Korea,126.73311113087864
1640,2080,Republic of Korea,127.5226810755365
1641,2081,Republic of Korea,128.17870497611733
1642,2082,Republic of Korea,128.34689987587214
1643,2083,Republic of Korea,127.96448828364319
1644,2084,Republic of Korea,127.16977597964947
1645,2085,Republic of Korea,126.08652410203116
1646,2086,Republic of Korea,124.88913743182918
1647,2087,Republic of Korea,123.66295937725683
1648,2088,Republic of Korea,122.46139480534426
1649,2089,Republic of Korea,121.34458458982937
1650,2090,Republic of Korea,120.33791232681725
1651,2091,Republic of Korea,119.4707213346869
1652,2092,Republic of Korea,118.73263461618666
1653,2093,Republic of Korea,118.11303789849563
1654,2094,Republic of Korea,117.62429437397854
1655,2095,Republic of Korea,117.24178204946358
1656,2096,Republic of Korea,116.92786893129541
1657,2097,Republic of Korea,116.65790670894273
1658,2098,Republic of Korea,116.42522962573038
1659,2099,Republic of Korea,116.19697946535332
1660,2100,Republic of Korea,115.94038369371802
1661,1950,Russian Federation,52.0886567118483
1662,1951,Russian Federation,51.516489019661506
1663,1952,Russian Federation,50.48137340744911
1664,1953,Russian Federation,49.383337434573384
1665,1954,Russian Federation,48.94064750760757
1666,1955,Russian Federation,49.37698439945849
1667,1956,Russian Federation,50.461103377494574
1668,1957,Russian Federation,52.07378554911999
1669,1958,Russian Federation,53.52266942334792
1670,1959,Russian Federation,55.27259512108037
1671,1960,Russian Federation,57.57627470004666
1672,1961,Russian Federation,58.809746579251964
1673,1962,Russian Federation,58.86139985525557
1674,1963,Russian Federation,58.54893100672376
1675,1964,Russian Federation,57.72275245169687
1676,1965,Russian Federation,56.665792883102604
1677,1966,Russian Federation,55.62462570528783
1678,1967,Russian Federation,54.50673929933289
1679,1968,Russian Federation,53.51017207801504
1680,1969,Russian Federation,52.44150568224308
1681,1970,Russian Federation,51.17853837360919
1682,1971,Russian Federation,50.118360918668415
1683,1972,Russian Federation,49.31219854567608
1684,1973,Russian Federation,48.46750359830454
1685,1974,Russian Federation,47.71826968080552
1686,1975,Russian Federation,47.10316699726504
1687,1976,Russian Federation,46.59739284474054
1688,1977,Russian Federation,46.32545623578622
1689,1978,Russian Federation,46.2543450570162
1690,1979,Russian Federation,46.42878242233275
1691,1980,Russian Federation,46.700421692002784
1692,1981,Russian Federation,46.784291282597636
1693,1982,Russian Federation,46.821164105086346
1694,1983,Russian Federation,47.18263406517848
1695,1984,Russian Federation,47.63633576096349
1696,1985,Russian Federation,47.78016794476642
1697,1986,Russian Federation,47.85995662377845
1698,1987,Russian Federation,48.03630998761876
1699,1988,Russian Federation,48.37015354605922
1700,1989,Russian Federation,48.77836180927822
1701,1990,Russian Federation,49.11577200617644
1702,1991,Russian Federation,49.48708888625483
1703,1992,Russian Federation,49.87943685305265
1704,1993,Russian Federation,50.19130400715173
1705,1994,Russian Federation,50.318864643120754
1706,1995,Russian Federation,50.1684625201275
1707,1996,Russian Federation,49.690227731228134
1708,1997,Russian Federation,48.85882018636467
1709,1998,Russian Federation,47.50525545811053
1710,1999,Russian Federation,45.783091259014356
1711,2000,Russian Federation,44.236471694159334
1712,2001,Russian Federation,42.87197419120233
1713,2002,Russian Federation,41.7137068485501
1714,2003,Russian Federation,41.11686236311971
1715,2004,Russian Federation,40.98370166916492
1716,2005,Russian Federation,40.85333298149398
1717,2006,Russian Federation,40.67898576458049
1718,2007,Russian Federation,40.3502643816683
1719,2008,Russian Federation,39.772028657698215
1720,2009,Russian Federation,39.211670767622806
1721,2010,Russian Federation,38.79547201844571
1722,2011,Russian Federation,38.999397093705454
1723,2012,Russian Federation,39.91609380742139
1724,2013,Russian Federation,41.014988742456666
1725,2014,Russian Federation,42.34799562852709
1726,2015,Russian Federation,43.81562683084702
1727,2016,Russian Federation,45.16628233542463
1728,2017,Russian Federation,46.391495443519595
1729,2018,Russian Federation,47.37732120117497
1730,2019,Russian Federation,48.29717922157932
1731,2020,Russian Federation,49.22374865849109
1732,2021,Russian Federation,49.95432628825941
1733,2022,Russian Federation,50.38086894053523
1734,2023,Russian Federation,50.90595269870081
1735,2024,Russian Federation,51.667400989116764
1736,2025,Russian Federation,52.5126416691691
1737,2026,Russian Federation,53.21117551522323
1738,2027,Russian Federation,53.456034346080614
1739,2028,Russian Federation,53.43197744926065
1740,2029,Russian Federation,53.19081906966077
1741,2030,Russian Federation,52.748057422134075
1742,2031,Russian Federation,52.20122796994461
1743,2032,Russian Federation,51.727866725948246
1744,2033,Russian Federation,51.45517721468622
1745,2034,Russian Federation,51.376880911761525
1746,2035,Russian Federation,51.58944863824151
1747,2036,Russian Federation,51.97557000914854
1748,2037,Russian Federation,52.437223417947756
1749,2038,Russian Federation,52.9777091023093
1750,2039,Russian Federation,53.58783583294766
1751,2040,Russian Federation,54.35296416564962
1752,2041,Russian Federation,55.20698381543818
1753,2042,Russian Federation,56.08290739885115
1754,2043,Russian Federation,57.04437369235348
1755,2044,Russian Federation,58.099979745739624
1756,2045,Russian Federation,59.344916315855045
1757,2046,Russian Federation,60.65887689140611
1758,2047,Russian Federation,61.96974807898976
1759,2048,Russian Federation,63.50810400299323
1760,2049,Russian Federation,65.12240226449897
1761,2050,Russian Federation,66.73721390771576
1762,2051,Russian Federation,68.42196006984804
1763,2052,Russian Federation,70.1277441153025
1764,2053,Russian Federation,71.72246966875016
1765,2054,Russian Federation,73.09024921661769
1766,2055,Russian Federation,74.28267947870206
1767,2056,Russian Federation,75.09813211317335
1768,2057,Russian Federation,75.3798945477979
1769,2058,Russian Federation,75.17799251841768
1770,2059,Russian Federation,74.68025005649909
1771,2060,Russian Federation,74.07918191259914
1772,2061,Russian Federation,73.32734751826605
1773,2062,Russian Federation,72.43295708503229
1774,2063,Russian Federation,71.5418979654295
1775,2064,Russian Federation,70.68502386430488
1776,2065,Russian Federation,69.89409902004539
1777,2066,Russian Federation,69.19813544344665
1778,2067,Russian Federation,68.615965661722
1779,2068,Russian Federation,68.22721815674969
1780,2069,Russian Federation,67.95382799672922
1781,2070,Russian Federation,67.74317690709051
1782,2071,Russian Federation,67.5794876473362
1783,2072,Russian Federation,67.59020948779893
1784,2073,Russian Federation,67.86980454948306
1785,2074,Russian Federation,68.29520681295351
1786,2075,Russian Federation,68.74929918040439
1787,2076,Russian Federation,69.3549504379018
1788,2077,Russian Federation,70.24579782736595
1789,2078,Russian Federation,71.27762828933056
1790,2079,Russian Federation,72.35920440336791
1791,2080,Russian Federation,73.52961906452647
1792,2081,Russian Federation,74.69758757080056
1793,2082,Russian Federation,75.58983902502803
1794,2083,Russian Federation,76.14767488633946
1795,2084,Russian Federation,76.46406031459017
1796,2085,Russian Federation,76.58588959836395
1797,2086,Russian Federation,76.59180651116688
1798,2087,Russian Federation,76.51322983367155
1799,2088,Russian Federation,76.39100330481162
1800,2089,Russian Federation,76.23389674541318
1801,2090,Russian Federation,76.02812000866693
1802,2091,Russian Federation,75.77877285743239
1803,2092,Russian Federation,75.50591622999126
1804,2093,Russian Federation,75.21878456875443
1805,2094,Russian Federation,74.91998227936875
1806,2095,Russian Federation,74.61923904244547
1807,2096,Russian Federation,74.33400824283876
1808,2097,Russian Federation,74.08274387275331
1809,2098,Russian Federation,73.8785748476811
1810,2099,Russian Federation,73.7294702291695
1811,2100,Russian Federation,73.64920420299299
1812,1950,United States of America,54.37266705795585
1813,1951,United States of America,55.60737102329642
1814,1952,United States of America,56.800836269885565
1815,1953,United States of America,58.43888340087352
1816,1954,United States of America,59.96589859916681
1817,1955,United States of America,61.412537574894976
1818,1956,United States of America,62.89041320097778
1819,1957,United States of America,64.11824489382639
1820,1958,United States of America,64.84321851855177
1821,1959,United States of America,65.6883738253246
1822,1960,United States of America,66.79315099514233
1823,1961,United States of America,67.2868076981554
1824,1962,United States of America,67.00720300221096
1825,1963,United States of America,66.7389715910641
1826,1964,United States of America,66.83270233096688
1827,1965,United States of America,67.04156561501922
1828,1966,United States of America,66.20257240645238
1829,1967,United States of America,64.94024108864808
1830,1968,United States of America,63.91969623081869
1831,1969,United States of America,62.666372321692606
1832,1970,United States of America,61.51711469943536
1833,1971,United States of America,60.329740289664244
1834,1972,United States of America,59.00408708554205
1835,1973,United States of America,57.646625700803135
1836,1974,United States of America,56.37740725042131
1837,1975,United States of America,55.17831430383227
1838,1976,United States of America,54.0710381555366
1839,1977,United States of America,53.12504172403788
1840,1978,United States of America,52.2702732706788
1841,1979,United States of America,51.51641504004252
1842,1980,United States of America,50.946062692107795
1843,1981,United States of America,50.622332187291185
1844,1982,United States of America,50.44616082064016
1845,1983,United States of America,50.22483488616222
1846,1984,United States of America,50.09013208990664
1847,1985,United States of America,50.022117855506075
1848,1986,United States of America,49.91190703674623
1849,1987,United States of America,49.965816248653134
1850,1988,United States of America,50.39812068251729
1851,1989,United States of America,50.870016566630596
1852,1990,United States of America,51.151297016177665
1853,1991,United States of America,51.53986245677486
1854,1992,United States of America,51.94994167285591
1855,1993,United States of America,52.17443795136951
1856,1994,United States of America,52.310979851728824
1857,1995,United States of America,52.313951743617
1858,1996,United States of America,52.139178990440435
1859,1997,United States of America,51.88890905620277
1860,1998,United States of America,51.63265135989016
1861,1999,United States of America,51.33556443160939
1862,2000,United States of America,50.92752655015309
1863,2001,United States of America,50.56225929980294
1864,2002,United States of America,50.211935650252784
1865,2003,United States of America,49.85838332860673
1866,2004,United States of America,49.52214170270794
1867,2005,United States of America,49.18934608878371
1868,2006,United States of America,48.90161899988469
1869,2007,United States of America,48.74979154307329
1870,2008,United States of America,48.824070299429884
1871,2009,United States of America,48.94928106459403
1872,2010,United States of America,49.02033506062149
1873,2011,United States of America,49.28494506748828
1874,2012,United States of America,49.760390523147166
1875,2013,United States of America,50.2133876775574
1876,2014,United States of America,50.50938079544595
1877,2015,United States of America,50.65893767701885
1878,2016,United States of America,51.163619613522535
1879,2017,United States of America,51.79623714876684
1880,2018,United States of America,52.22720407672966
1881,2019,United States of America,52.73634987769362
1882,2020,United States of America,53.22089399215423
1883,2021,United States of America,53.6615949030573
1884,2022,United States of America,54.053672806828445
1885,2023,United States of America,54.47057549882592
1886,2024,United States of America,55.01660507911477
1887,2025,United States of America,55.65759667155531
1888,2026,United States of America,56.34090646910172
1889,2027,United States of America,56.96294729070771
1890,2028,United States of America,57.55493600668663
1891,2029,United States of America,58.15187378734997
1892,2030,United States of America,58.66343947087116
1893,2031,United States of America,59.06435571718739
1894,2032,United States of America,59.40354764906216
1895,2033,United States of America,59.79275971391142
1896,2034,United States of America,60.290657584955866
1897,2035,United States of America,60.91856566888497
1898,2036,United States of America,61.545109370876794
1899,2037,United States of America,61.97018582520661
1900,2038,United States of America,62.24019465766717
1901,2039,United States of America,62.47094724896611
1902,2040,United States of America,62.67057340651917
1903,2041,United States of America,62.81893849852431
1904,2042,United States of America,62.95836984158767
1905,2043,United States of America,63.123777608573775
1906,2044,United States of America,63.34138798898955
1907,2045,United States of America,63.606996443449084
1908,2046,United States of America,63.86694592271663
1909,2047,United States of America,64.07849973461853
1910,2048,United States of America,64.24780711087936
1911,2049,United States of America,64.41285670639559
1912,2050,United States of America,64.59907993852903
1913,2051,United States of America,64.79078576183926
1914,2052,United States of America,64.97387340433454
1915,2053,United States of America,65.18458290707225
1916,2054,United States of America,65.46331119963644
1917,2055,United States of America,65.8207834880556
1918,2056,United States of America,66.22217226396968
1919,2057,United States of America,66.61568730039747
1920,2058,United States of America,66.98140465058745
1921,2059,United States of America,67.32337871705907
1922,2060,United States of America,67.65516054450896
1923,2061,United States of America,67.98636621484808
1924,2062,United States of America,68.33395174757803
1925,2063,United States of America,68.73077997552024
1926,2064,United States of America,69.18681543002899
1927,2065,United States of America,69.71559460842354
1928,2066,United States of America,70.29339747208915
1929,2067,United States of America,70.87625770137436
1930,2068,United States of America,71.48914932596726
1931,2069,United States of America,72.12430013786773
1932,2070,United States of America,72.765807159269
1933,2071,United States of America,73.4526788030465
1934,2072,United States of America,74.18305939241041
1935,2073,United States of America,74.88558717314294
1936,2074,United States of America,75.49716116291214
1937,2075,United States of America,76.01062767394224
1938,2076,United States of America,76.44935603798623
1939,2077,United States of America,76.83866228901522
1940,2078,United States of America,77.19156267535418
1941,2079,United States of America,77.52588630163442
1942,2080,United States of America,77.84397642687189
1943,2081,United States of America,78.11862172175181
1944,2082,United States of America,78.32404740961677
1945,2083,United States of America,78.45109271817996
1946,2084,United States of America,78.52509483419034
1947,2085,United States of America,78.5356298596737
1948,2086,United States of America,78.50805402573171
1949,2087,United States of America,78.4982046767711
1950,2088,United States of America,78.50409789372789
1951,2089,United States of America,78.5326467269669
1952,2090,United States of America,78.57943128520562
1953,2091,United States of America,78.64877536350203
1954,2092,United States of America,78.74180409990964
1955,2093,United States of America,78.8545333079828
1956,2094,United States of America,78.99024029567644
1957,2095,United States of America,79.14891494640621
1958,2096,United States of America,79.33414858115763
1959,2097,United States of America,79.53903837082579
1960,2098,United States of America,79.76058907033938
1961,2099,United States of America,79.98813684581683
1962,2100,United States of America,80.21946512749278
